age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation,sexe_index,situationFamiliale_index,2eme voiture_index
54.0,M,581.0,Célibataire,0.0,false,87 PX 90,0.0,1.0,0.0
79.0,M,844.0,En Couple,2.0,false,4085 SY 17,0.0,0.0,0.0
39.0,M,595.0,Célibataire,0.0,false,95 CJ 82,0.0,1.0,0.0
43.0,M,961.0,Célibataire,0.0,false,9143 SB 93,0.0,1.0,0.0
24.0,M,1369.0,Célibataire,0.0,false,7798 DC 30,0.0,1.0,0.0
30.0,F,845.0,En Couple,0.0,false,2611 BQ 31,1.0,0.0,0.0
23.0,M,585.0,En Couple,2.0,false,2145 CI 61,0.0,0.0,0.0
29.0,M,888.0,En Couple,2.0,true,715 CA 20,0.0,0.0,1.0
28.0,F,739.0,Célibataire,0.0,false,8515 AR 23,1.0,1.0,0.0
36.0,M,704.0,En Couple,1.0,false,2450 VK 72,0.0,0.0,0.0
20.0,F,571.0,En Couple,1.0,false,1941 JV 65,1.0,0.0,0.0
51.0,M,1023.0,Célibataire,0.0,false,5929 VE 58,0.0,1.0,0.0
19.0,M,720.0,Célibataire,0.0,false,515 RR 17,0.0,1.0,0.0
57.0,M,886.0,En Couple,1.0,false,6460 LY 89,0.0,0.0,0.0
55.0,M,1392.0,En Couple,3.0,false,4372 BC 24,0.0,0.0,0.0
27.0,F,553.0,En Couple,4.0,false,4722 YP 80,1.0,0.0,0.0
24.0,M,1100.0,En Couple,0.0,false,5166 UN 87,0.0,0.0,0.0
41.0,M,550.0,En Couple,1.0,false,3235 FG 71,0.0,0.0,0.0
38.0,M,830.0,En Couple,2.0,false,6178 NX 60,0.0,0.0,0.0
47.0,M,596.0,En Couple,1.0,false,4773 MJ 28,0.0,0.0,0.0
50.0,F,931.0,En Couple,0.0,false,5006 GJ 68,1.0,0.0,0.0
66.0,F,585.0,En Couple,1.0,false,751 WF 40,1.0,0.0,0.0
19.0,M,1148.0,En Couple,1.0,false,4168 ZJ 42,0.0,0.0,0.0
53.0,F,705.0,En Couple,4.0,true,5773 OB 24,1.0,0.0,1.0
35.0,M,548.0,En Couple,2.0,false,8005 FK 14,0.0,0.0,0.0
32.0,M,1226.0,Célibataire,0.0,false,5073 UP 33,0.0,1.0,0.0
22.0,F,560.0,En Couple,1.0,false,3800 FD 56,1.0,0.0,0.0
21.0,M,742.0,En Couple,4.0,false,1551 LJ 80,0.0,0.0,0.0
83.0,F,994.0,En Couple,2.0,false,5076 VK 84,1.0,0.0,0.0
27.0,F,1313.0,En Couple,4.0,false,8971 HR 47,1.0,0.0,0.0
26.0,M,1349.0,En Couple,2.0,false,5782 KV 18,0.0,0.0,0.0
66.0,M,750.0,Célibataire,0.0,false,2155 SW 64,0.0,1.0,0.0
40.0,F,1151.0,En Couple,4.0,false,1577 OC 45,1.0,0.0,0.0
46.0,M,828.0,En Couple,0.0,false,8789 OP 77,0.0,0.0,0.0
55.0,M,745.0,Célibataire,0.0,false,5655 PT 74,0.0,1.0,0.0
63.0,F,1371.0,En Couple,1.0,false,9998 WW 65,1.0,0.0,0.0
83.0,M,1171.0,En Couple,3.0,true,5658 HL 55,0.0,0.0,1.0
79.0,M,581.0,En Couple,1.0,false,7369 UB 29,0.0,0.0,0.0
44.0,M,1077.0,En Couple,1.0,false,2775 TM 31,0.0,0.0,0.0
67.0,M,1084.0,En Couple,2.0,true,4159 NP 87,0.0,0.0,1.0
36.0,F,1052.0,Célibataire,0.0,false,6149 FO 64,1.0,1.0,0.0
20.0,M,588.0,En Couple,1.0,false,24 JO 86,0.0,0.0,0.0
58.0,M,831.0,Célibataire,0.0,false,8065 LU 57,0.0,1.0,0.0
52.0,M,1282.0,Célibataire,0.0,false,1316 UE 41,0.0,1.0,0.0
27.0,M,1098.0,En Couple,1.0,false,157 UC 63,0.0,0.0,0.0
54.0,M,595.0,Célibataire,0.0,false,1410 YS 57,0.0,1.0,0.0
28.0,F,773.0,En Couple,3.0,false,2280 MJ 84,1.0,0.0,0.0
25.0,M,860.0,Célibataire,0.0,false,1828 AW 75,0.0,1.0,0.0
40.0,F,1003.0,Célibataire,0.0,false,5363 CQ 33,1.0,1.0,0.0
76.0,M,559.0,En Couple,2.0,true,4083 KO 72,0.0,0.0,1.0
42.0,M,969.0,En Couple,0.0,false,9065 LQ 72,0.0,0.0,0.0
22.0,F,909.0,En Couple,0.0,false,874 EH 86,1.0,0.0,0.0
52.0,M,1105.0,Célibataire,0.0,false,249 ZR 21,0.0,1.0,0.0
81.0,F,564.0,Célibataire,0.0,false,5635 TB 11,1.0,1.0,0.0
63.0,F,559.0,Célibataire,0.0,false,4710 NN 83,1.0,1.0,0.0
77.0,M,1088.0,Célibataire,0.0,false,1169 DK 44,0.0,1.0,0.0
75.0,M,1238.0,Célibataire,0.0,false,1698 WQ 25,0.0,1.0,0.0
69.0,M,1093.0,En Couple,2.0,false,7012 UU 11,0.0,0.0,0.0
69.0,M,1268.0,En Couple,0.0,false,9386 WU 39,0.0,0.0,0.0
75.0,F,1357.0,En Couple,0.0,false,8574 PT 34,1.0,0.0,0.0
35.0,F,869.0,En Couple,0.0,true,207 CK 85,1.0,0.0,1.0
23.0,F,1074.0,En Couple,2.0,false,6014 TC 65,1.0,0.0,0.0
19.0,M,1382.0,En Couple,1.0,false,9398 QE 54,0.0,0.0,0.0
70.0,F,570.0,Célibataire,0.0,false,6189 MK 59,1.0,1.0,0.0
24.0,F,546.0,En Couple,4.0,true,963 GC 37,1.0,0.0,1.0
43.0,F,1248.0,En Couple,2.0,false,4347 TA 41,1.0,0.0,0.0
35.0,F,1329.0,En Couple,2.0,false,4395 MI 56,1.0,0.0,0.0
25.0,F,576.0,En Couple,2.0,false,374 TT 22,1.0,0.0,0.0
22.0,M,571.0,En Couple,1.0,false,2621 QM 10,0.0,0.0,0.0
34.0,M,569.0,Célibataire,2.0,false,8762 YX 38,0.0,1.0,0.0
46.0,F,707.0,Célibataire,0.0,false,9604 HQ 93,1.0,1.0,0.0
20.0,M,566.0,En Couple,3.0,false,6518 WJ 40,0.0,0.0,0.0
23.0,F,1153.0,En Couple,3.0,false,2419 DN 23,1.0,0.0,0.0
24.0,F,935.0,En Couple,1.0,false,7786 XE 51,1.0,0.0,0.0
18.0,F,1003.0,Célibataire,0.0,false,3711 NS 22,1.0,1.0,0.0
30.0,M,556.0,En Couple,3.0,false,5028 KN 13,0.0,0.0,0.0
34.0,M,1150.0,En Couple,4.0,false,4534 BQ 29,0.0,0.0,0.0
50.0,M,578.0,En Couple,0.0,false,3557 QR 20,0.0,0.0,0.0
36.0,M,1292.0,Célibataire,0.0,false,8957 LK 32,0.0,1.0,0.0
24.0,M,872.0,Célibataire,0.0,false,5010 WG 79,0.0,1.0,0.0
24.0,M,1230.0,En Couple,1.0,false,2737 FU 61,0.0,0.0,0.0
44.0,F,865.0,En Couple,3.0,true,5667 WI 86,1.0,0.0,1.0
82.0,F,1374.0,En Couple,0.0,false,1337 TC 69,1.0,0.0,0.0
38.0,M,545.0,Célibataire,0.0,false,4356 KM 86,0.0,1.0,0.0
24.0,F,1164.0,Célibataire,0.0,false,1077 ZX 89,1.0,1.0,0.0
20.0,M,546.0,En Couple,3.0,true,7527 YT 44,0.0,0.0,1.0
29.0,M,1171.0,En Couple,1.0,false,7603 NF 18,0.0,0.0,0.0
76.0,F,899.0,Célibataire,1.0,false,5314 FP 39,1.0,1.0,0.0
56.0,M,597.0,En Couple,0.0,false,5821 SE 71,0.0,0.0,0.0
55.0,M,803.0,En Couple,0.0,false,3771 ZL 89,0.0,0.0,0.0
59.0,M,1043.0,En Couple,2.0,true,4482 AX 37,0.0,0.0,1.0
38.0,M,545.0,Célibataire,0.0,false,1040 FB 25,0.0,1.0,0.0
49.0,F,552.0,En Couple,4.0,false,4668 KY 26,1.0,0.0,0.0
47.0,M,584.0,Célibataire,0.0,false,5157 OA 39,0.0,1.0,0.0
39.0,M,744.0,En Couple,1.0,false,1347 SB 59,0.0,0.0,0.0
59.0,F,849.0,En Couple,1.0,true,231 NI 59,1.0,0.0,1.0
38.0,F,591.0,En Couple,4.0,false,4324 FR 26,1.0,0.0,0.0
81.0,M,856.0,En Couple,3.0,false,7246 FZ 19,0.0,0.0,0.0
32.0,M,1259.0,En Couple,2.0,false,6109 PX 78,0.0,0.0,0.0
72.0,F,1000.0,Célibataire,0.0,false,3502 LV 88,1.0,1.0,0.0
48.0,F,1224.0,En Couple,1.0,false,327 JY 50,1.0,0.0,0.0
32.0,M,576.0,Célibataire,0.0,false,325 KU 80,0.0,1.0,0.0
41.0,M,1126.0,En Couple,3.0,false,2406 LK 24,0.0,0.0,0.0
36.0,M,1063.0,En Couple,1.0,false,4307 DM 63,0.0,0.0,0.0
30.0,M,1298.0,En Couple,2.0,false,7828 TX 24,0.0,0.0,0.0
50.0,M,1004.0,Célibataire,0.0,false,6628 CH 90,0.0,1.0,0.0
81.0,M,596.0,En Couple,2.0,false,3497 KN 94,0.0,0.0,0.0
46.0,F,585.0,En Couple,0.0,false,4723 JK 78,1.0,0.0,0.0
40.0,M,544.0,En Couple,2.0,false,7930 XW 98,0.0,0.0,0.0
30.0,M,1263.0,En Couple,1.0,false,1288 VT 11,0.0,0.0,0.0
39.0,M,1208.0,Célibataire,1.0,false,4238 AO 36,0.0,1.0,0.0
26.0,F,580.0,En Couple,2.0,false,7051 DI 34,1.0,0.0,0.0
46.0,F,765.0,En Couple,1.0,false,677 HY 83,1.0,0.0,0.0
39.0,F,1170.0,Célibataire,0.0,false,8286 ZM 21,1.0,1.0,0.0
24.0,M,1201.0,En Couple,4.0,false,1775 AC 82,0.0,0.0,0.0
26.0,M,558.0,En Couple,4.0,true,5178 LF 85,0.0,0.0,1.0
25.0,F,555.0,En Couple,1.0,false,9375 AC 83,1.0,0.0,0.0
34.0,M,1380.0,En Couple,1.0,false,6169 ME 54,0.0,0.0,0.0
43.0,M,819.0,Célibataire,0.0,false,3998 FQ 63,0.0,1.0,0.0
24.0,F,549.0,Célibataire,2.0,false,7519 JK 81,1.0,1.0,0.0
46.0,F,1085.0,En Couple,3.0,true,7985 TI 63,1.0,0.0,1.0
69.0,M,1323.0,Célibataire,3.0,false,5265 TR 79,0.0,1.0,0.0
53.0,F,966.0,En Couple,0.0,false,8651 EF 71,1.0,0.0,0.0
69.0,M,1207.0,En Couple,1.0,false,7076 WL 73,0.0,0.0,0.0
40.0,M,580.0,En Couple,0.0,true,624 AA 84,0.0,0.0,1.0
64.0,M,1334.0,En Couple,2.0,false,4792 GT 68,0.0,0.0,0.0
55.0,M,1126.0,En Couple,3.0,false,6386 DI 28,0.0,0.0,0.0
59.0,F,764.0,Célibataire,0.0,false,1797 WJ 52,1.0,1.0,0.0
73.0,M,704.0,Célibataire,0.0,false,5790 AX 73,0.0,1.0,0.0
52.0,M,1054.0,En Couple,1.0,false,3498 LU 62,0.0,0.0,0.0
37.0,M,594.0,Marié(e),0.0,false,6516 AD 67,0.0,2.0,0.0
64.0,M,1177.0,En Couple,1.0,false,1510 QE 29,0.0,0.0,0.0
43.0,F,1312.0,En Couple,2.0,false,1665 RA 77,1.0,0.0,0.0
19.0,F,549.0,En Couple,4.0,true,9441 AG 14,1.0,0.0,1.0
33.0,F,1134.0,En Couple,4.0,false,6879 VW 32,1.0,0.0,0.0
70.0,M,559.0,En Couple,0.0,false,3380 WL 58,0.0,0.0,0.0
45.0,M,1253.0,En Couple,1.0,false,5597 KR 80,0.0,0.0,0.0
79.0,M,985.0,Célibataire,0.0,false,9681 UF 38,0.0,1.0,0.0
39.0,F,548.0,En Couple,2.0,false,1124 FU 63,1.0,0.0,0.0
23.0,M,1280.0,Célibataire,0.0,false,1877 OJ 30,0.0,1.0,0.0
29.0,M,1067.0,Célibataire,0.0,false,4814 WB 31,0.0,1.0,0.0
18.0,F,920.0,En Couple,1.0,false,1593 RP 57,1.0,0.0,0.0
37.0,M,920.0,En Couple,0.0,false,759 PQ 59,0.0,0.0,0.0
63.0,M,1362.0,Célibataire,0.0,false,41 UE 58,0.0,1.0,0.0
41.0,F,731.0,En Couple,0.0,false,1376 IL 38,1.0,0.0,0.0
68.0,F,1346.0,En Couple,0.0,false,6687 BT 79,1.0,0.0,0.0
26.0,M,1302.0,En Couple,4.0,false,9656 LY 18,0.0,0.0,0.0
64.0,M,964.0,En Couple,2.0,false,6787 MK 77,0.0,0.0,0.0
40.0,M,578.0,En Couple,1.0,true,9106 FD 30,0.0,0.0,1.0
21.0,M,1189.0,Célibataire,0.0,false,673 LH 32,0.0,1.0,0.0
49.0,M,591.0,En Couple,3.0,false,4978 JO 97,0.0,0.0,0.0
40.0,M,936.0,En Couple,1.0,false,2333 YK 97,0.0,0.0,0.0
75.0,M,737.0,Célibataire,0.0,false,7058 OH 78,0.0,1.0,0.0
57.0,F,1019.0,En Couple,2.0,false,1412 CU 62,1.0,0.0,0.0
53.0,M,884.0,Célibataire,0.0,false,5396 IA 94,0.0,1.0,0.0
64.0,M,982.0,En Couple,1.0,false,7202 WK 58,0.0,0.0,0.0
22.0,M,1106.0,En Couple,2.0,false,400 KG 82,0.0,0.0,0.0
26.0,M,1222.0,En Couple,4.0,false,2496 ED 97,0.0,0.0,0.0
39.0,M,579.0,En Couple,4.0,false,862 DD 61,0.0,0.0,0.0
76.0,M,571.0,En Couple,4.0,false,6409 HS 48,0.0,0.0,0.0
38.0,M,978.0,Célibataire,0.0,false,7386 ND 45,0.0,1.0,0.0
41.0,M,559.0,En Couple,1.0,false,4443 MH 84,0.0,0.0,0.0
64.0,M,1159.0,En Couple,0.0,false,3679 LB 50,0.0,0.0,0.0
69.0,M,565.0,Célibataire,0.0,false,7029 HC 28,0.0,1.0,0.0
18.0,F,1074.0,En Couple,0.0,false,4573 TZ 55,1.0,0.0,0.0
21.0,F,588.0,En Couple,2.0,false,4571 KI 66,1.0,0.0,0.0
20.0,M,846.0,En Couple,2.0,true,8549 KV 10,0.0,0.0,1.0
39.0,M,1136.0,En Couple,0.0,true,8372 IC 94,0.0,0.0,1.0
56.0,M,787.0,Célibataire,0.0,false,9929 CA 27,0.0,1.0,0.0
34.0,M,1360.0,Célibataire,3.0,false,459 VY 92,0.0,1.0,0.0
47.0,F,786.0,Célibataire,0.0,false,4261 QM 89,1.0,1.0,0.0
43.0,M,1292.0,Célibataire,0.0,false,4784 XA 26,0.0,1.0,0.0
18.0,M,1290.0,En Couple,4.0,false,8748 OG 26,0.0,0.0,0.0
26.0,M,1286.0,En Couple,3.0,false,452 AI 35,0.0,0.0,0.0
47.0,M,593.0,Marié(e),2.0,true,6881 PV 26,0.0,2.0,1.0
46.0,F,1323.0,En Couple,3.0,false,7093 JW 96,1.0,0.0,0.0
23.0,M,571.0,Célibataire,0.0,false,4488 QK 48,0.0,1.0,0.0
52.0,F,752.0,En Couple,1.0,false,6608 PW 68,1.0,0.0,0.0
37.0,F,791.0,Célibataire,1.0,false,7173 VG 89,1.0,1.0,0.0
25.0,M,591.0,En Couple,3.0,false,494 KM 51,0.0,0.0,0.0
31.0,M,593.0,En Couple,2.0,false,8699 YV 86,0.0,0.0,0.0
41.0,F,1203.0,En Couple,0.0,false,1687 JU 20,1.0,0.0,0.0
29.0,M,1019.0,En Couple,1.0,false,3442 VP 98,0.0,0.0,0.0
22.0,F,767.0,Célibataire,0.0,false,3312 WQ 91,1.0,1.0,0.0
57.0,M,1397.0,Célibataire,2.0,false,5922 UY 86,0.0,1.0,0.0
22.0,F,1278.0,En Couple,2.0,false,4500 TU 51,1.0,0.0,0.0
27.0,M,725.0,En Couple,3.0,false,5153 HB 18,0.0,0.0,0.0
27.0,F,947.0,En Couple,4.0,false,8559 XD 38,1.0,0.0,0.0
20.0,M,560.0,En Couple,1.0,false,1348 NZ 78,0.0,0.0,0.0
55.0,M,731.0,Célibataire,1.0,false,1670 QR 29,0.0,1.0,0.0
40.0,M,556.0,En Couple,4.0,true,269 TZ 24,0.0,0.0,1.0
29.0,F,553.0,Célibataire,0.0,false,212 AT 24,1.0,1.0,0.0
21.0,M,976.0,En Couple,3.0,false,7319 ZI 29,0.0,0.0,0.0
46.0,M,1308.0,Célibataire,0.0,false,8968 HX 25,0.0,1.0,0.0
30.0,M,826.0,En Couple,4.0,false,6123 HP 67,0.0,0.0,0.0
42.0,F,1329.0,En Couple,3.0,false,2834 HQ 91,1.0,0.0,0.0
41.0,M,1140.0,En Couple,1.0,false,8444 ZO 77,0.0,0.0,0.0
30.0,F,1009.0,Célibataire,0.0,false,8834 KU 92,1.0,1.0,0.0
26.0,M,561.0,Célibataire,0.0,false,5132 FG 93,0.0,1.0,0.0
24.0,M,1231.0,En Couple,4.0,false,8390 AO 59,0.0,0.0,0.0
59.0,M,594.0,En Couple,1.0,false,6048 OT 75,0.0,0.0,0.0
32.0,F,581.0,Célibataire,2.0,false,9496 AN 76,1.0,1.0,0.0
54.0,M,1155.0,En Couple,4.0,false,7419 SX 60,0.0,0.0,0.0
25.0,M,1088.0,En Couple,4.0,false,6456 UV 94,0.0,0.0,0.0
38.0,M,897.0,Célibataire,2.0,false,6242 DP 20,0.0,1.0,0.0
22.0,M,1380.0,En Couple,2.0,false,2952 GS 96,0.0,0.0,0.0
41.0,F,599.0,En Couple,0.0,false,6390 OY 17,1.0,0.0,0.0
19.0,M,850.0,Célibataire,0.0,false,9095 FC 22,0.0,1.0,0.0
20.0,F,582.0,En Couple,2.0,true,5001 QP 25,1.0,0.0,1.0
24.0,M,1101.0,En Couple,4.0,false,1592 IF 89,0.0,0.0,0.0
31.0,M,596.0,En Couple,3.0,false,1443 LP 52,0.0,0.0,0.0
32.0,M,704.0,En Couple,1.0,false,9468 GT 86,0.0,0.0,0.0
26.0,M,1335.0,En Couple,2.0,true,10 ET 75,0.0,0.0,1.0
58.0,M,731.0,Célibataire,0.0,false,9252 ZP 92,0.0,1.0,0.0
41.0,M,1358.0,En Couple,4.0,true,2881 ET 85,0.0,0.0,1.0
57.0,M,570.0,En Couple,0.0,true,3589 HH 39,0.0,0.0,1.0
53.0,M,575.0,Célibataire,0.0,false,3747 NT 66,0.0,1.0,0.0
84.0,M,1325.0,En Couple,1.0,false,7421 XT 28,0.0,0.0,0.0
51.0,M,593.0,Célibataire,0.0,false,889 QH 90,0.0,1.0,0.0
19.0,F,1351.0,Célibataire,0.0,false,3168 GP 72,1.0,1.0,0.0
38.0,M,1291.0,En Couple,4.0,false,9564 YZ 90,0.0,0.0,0.0
41.0,M,1274.0,Célibataire,1.0,false,1865 GB 68,0.0,1.0,0.0
23.0,M,893.0,Célibataire,0.0,false,848 ZL 14,0.0,1.0,0.0
49.0,M,595.0,En Couple,3.0,true,7129 ZJ 90,0.0,0.0,1.0
20.0,F,809.0,En Couple,1.0,false,2137 MP 42,1.0,0.0,0.0
57.0,F,1121.0,En Couple,3.0,false,6347 QT 59,1.0,0.0,0.0
39.0,F,869.0,En Couple,1.0,false,2785 WS 59,1.0,0.0,0.0
40.0,F,937.0,En Couple,2.0,false,9622 MV 30,1.0,0.0,0.0
52.0,M,1309.0,En Couple,1.0,true,7071 MB 75,0.0,0.0,1.0
73.0,F,1012.0,En Couple,1.0,false,4143 ES 21,1.0,0.0,0.0
29.0,F,737.0,Célibataire,0.0,false,7264 JI 76,1.0,1.0,0.0
74.0,F,812.0,Célibataire,0.0,false,9774 GK 90,1.0,1.0,0.0
49.0,M,1056.0,En Couple,1.0,false,3523 OH 12,0.0,0.0,0.0
41.0,M,572.0,En Couple,1.0,false,452 GK 57,0.0,0.0,0.0
53.0,M,795.0,Célibataire,0.0,false,7475 TW 97,0.0,1.0,0.0
40.0,M,1168.0,Célibataire,0.0,false,1011 BT 15,0.0,1.0,0.0
33.0,M,1349.0,En Couple,4.0,true,1185 MZ 23,0.0,0.0,1.0
42.0,M,573.0,En Couple,4.0,true,5830 ZT 58,0.0,0.0,1.0
76.0,M,989.0,Célibataire,0.0,false,3073 OF 40,0.0,1.0,0.0
69.0,M,588.0,Célibataire,0.0,false,3414 VI 41,0.0,1.0,0.0
52.0,M,987.0,Célibataire,0.0,false,5323 HL 26,0.0,1.0,0.0
34.0,F,1224.0,Célibataire,0.0,false,6908 RD 20,1.0,1.0,0.0
39.0,M,1126.0,En Couple,0.0,false,1475 JY 95,0.0,0.0,0.0
55.0,M,1292.0,En Couple,2.0,true,5636 BC 42,0.0,0.0,1.0
63.0,F,980.0,En Couple,1.0,true,6011 IV 42,1.0,0.0,1.0
37.0,M,1254.0,En Couple,2.0,false,9786 SM 65,0.0,0.0,0.0
43.0,F,868.0,En Couple,0.0,false,3391 LT 35,1.0,0.0,0.0
62.0,M,577.0,Célibataire,0.0,false,5442 HT 42,0.0,1.0,0.0
30.0,M,576.0,Célibataire,0.0,false,7896 GB 89,0.0,1.0,0.0
66.0,M,585.0,En Couple,0.0,true,7075 EN 18,0.0,0.0,1.0
72.0,M,558.0,En Couple,1.0,false,7239 FA 92,0.0,0.0,0.0
80.0,M,1275.0,Célibataire,0.0,false,6932 NU 14,0.0,1.0,0.0
33.0,M,1233.0,Célibataire,1.0,false,6776 IY 15,0.0,1.0,0.0
29.0,F,1010.0,En Couple,1.0,false,4269 PN 40,1.0,0.0,0.0
18.0,M,594.0,En Couple,2.0,false,7684 QC 52,0.0,0.0,0.0
67.0,M,576.0,Célibataire,0.0,false,8253 BP 37,0.0,1.0,0.0
29.0,M,927.0,En Couple,2.0,false,6303 KI 90,0.0,0.0,0.0
54.0,M,926.0,En Couple,3.0,false,4844 KU 52,0.0,0.0,0.0
23.0,M,571.0,En Couple,0.0,false,2749 ZI 71,0.0,0.0,0.0
24.0,M,930.0,En Couple,4.0,true,6980 BN 34,0.0,0.0,1.0
80.0,M,1203.0,En Couple,1.0,false,4353 HW 51,0.0,0.0,0.0
21.0,M,851.0,En Couple,3.0,false,5822 AD 61,0.0,0.0,0.0
39.0,F,1266.0,En Couple,2.0,false,3118 RQ 52,1.0,0.0,0.0
53.0,F,559.0,En Couple,1.0,false,1971 SP 26,1.0,0.0,0.0
25.0,M,974.0,En Couple,0.0,false,5432 JK 11,0.0,0.0,0.0
18.0,F,1137.0,En Couple,4.0,false,8177 RF 41,1.0,0.0,0.0
28.0,M,572.0,En Couple,2.0,false,1571 QV 94,0.0,0.0,0.0
51.0,M,573.0,Célibataire,0.0,false,2198 IK 14,0.0,1.0,0.0
57.0,M,963.0,Célibataire,0.0,false,1631 KQ 59,0.0,1.0,0.0
53.0,F,1095.0,En Couple,0.0,true,8442 LJ 75,1.0,0.0,1.0
27.0,M,595.0,En Couple,4.0,false,8065 GS 87,0.0,0.0,0.0
61.0,F,810.0,Célibataire,0.0,false,7964 WC 57,1.0,1.0,0.0
21.0,M,1112.0,En Couple,4.0,false,7872 CA 51,0.0,0.0,0.0
78.0,F,1151.0,En Couple,4.0,true,2878 ER 16,1.0,0.0,1.0
42.0,M,1100.0,Célibataire,0.0,false,8354 VO 87,0.0,1.0,0.0
75.0,M,557.0,Célibataire,0.0,false,9658 XX 18,0.0,1.0,0.0
36.0,M,571.0,En Couple,2.0,false,9978 VM 80,0.0,0.0,0.0
46.0,M,572.0,En Couple,1.0,false,8901 DT 12,0.0,0.0,0.0
27.0,M,1057.0,En Couple,1.0,true,2133 PC 52,0.0,0.0,1.0
55.0,F,1082.0,En Couple,1.0,false,5039 QZ 97,1.0,0.0,0.0
73.0,M,774.0,En Couple,1.0,true,3136 JP 77,0.0,0.0,1.0
67.0,F,726.0,En Couple,0.0,false,7512 ZG 54,1.0,0.0,0.0
21.0,M,1011.0,Célibataire,0.0,false,1837 IT 15,0.0,1.0,0.0
27.0,F,844.0,En Couple,3.0,false,9107 QM 48,1.0,0.0,0.0
57.0,F,554.0,Célibataire,0.0,false,5069 FS 52,1.0,1.0,0.0
22.0,M,788.0,En Couple,0.0,true,2048 LT 26,0.0,0.0,1.0
48.0,M,1103.0,En Couple,2.0,false,6341 HH 72,0.0,0.0,0.0
33.0,M,1334.0,Célibataire,0.0,false,3040 RI 75,0.0,1.0,0.0
29.0,F,576.0,Célibataire,0.0,false,3060 XW 52,1.0,1.0,0.0
27.0,F,591.0,En Couple,1.0,false,7381 LB 78,1.0,0.0,0.0
68.0,M,916.0,En Couple,3.0,false,8951 BO 23,0.0,0.0,0.0
50.0,F,1194.0,En Couple,4.0,false,3273 EV 31,1.0,0.0,0.0
53.0,M,781.0,En Couple,4.0,false,9333 YD 25,0.0,0.0,0.0
27.0,M,569.0,En Couple,0.0,false,6745 HT 29,0.0,0.0,0.0
42.0,M,1141.0,Célibataire,0.0,false,8129 BP 71,0.0,1.0,0.0
53.0,F,862.0,En Couple,0.0,false,4237 RK 14,1.0,0.0,0.0
45.0,M,597.0,Célibataire,0.0,false,7166 FC 56,0.0,1.0,0.0
19.0,F,864.0,Célibataire,0.0,false,3826 VD 33,1.0,1.0,0.0
18.0,M,581.0,Célibataire,3.0,false,5236 QH 85,0.0,1.0,0.0
24.0,M,1356.0,En Couple,4.0,false,269 NE 65,0.0,0.0,0.0
54.0,M,554.0,En Couple,1.0,false,1580 TT 34,0.0,0.0,0.0
47.0,F,1279.0,Célibataire,0.0,false,3980 CJ 64,1.0,1.0,0.0
24.0,M,592.0,En Couple,4.0,false,8807 BA 97,0.0,0.0,0.0
57.0,M,594.0,En Couple,4.0,false,3452 BJ 13,0.0,0.0,0.0
49.0,F,1302.0,Célibataire,0.0,false,5886 NO 85,1.0,1.0,0.0
80.0,M,1070.0,En Couple,1.0,false,7534 KE 45,0.0,0.0,0.0
33.0,F,1043.0,En Couple,1.0,true,1900 KT 95,1.0,0.0,1.0
47.0,F,1273.0,Célibataire,0.0,false,1726 HI 48,1.0,1.0,0.0
56.0,M,893.0,En Couple,4.0,false,4445 RX 19,0.0,0.0,0.0
41.0,M,1111.0,En Couple,4.0,false,60 DP 42,0.0,0.0,0.0
33.0,M,938.0,En Couple,1.0,false,9461 NN 18,0.0,0.0,0.0
40.0,F,556.0,En Couple,1.0,false,7109 BJ 73,1.0,0.0,0.0
53.0,M,832.0,En Couple,2.0,false,6279 ME 81,0.0,0.0,0.0
52.0,M,1396.0,Célibataire,0.0,false,6931 ZO 11,0.0,1.0,0.0
27.0,M,557.0,Célibataire,0.0,false,7918 MH 63,0.0,1.0,0.0
27.0,F,551.0,En Couple,2.0,false,4667 BN 49,1.0,0.0,0.0
32.0,F,577.0,En Couple,2.0,true,7709 EU 12,1.0,0.0,1.0
20.0,M,1180.0,Célibataire,0.0,false,7989 GV 38,0.0,1.0,0.0
27.0,M,1121.0,En Couple,2.0,false,1048 RJ 88,0.0,0.0,0.0
51.0,M,560.0,En Couple,2.0,false,5977 KV 75,0.0,0.0,0.0
34.0,M,1314.0,Célibataire,0.0,false,4142 WG 20,0.0,1.0,0.0
47.0,M,1246.0,En Couple,3.0,false,6197 QH 82,0.0,0.0,0.0
26.0,F,752.0,Célibataire,0.0,false,1635 CB 76,1.0,1.0,0.0
47.0,F,986.0,Célibataire,0.0,false,2304 DG 58,1.0,1.0,0.0
45.0,M,907.0,En Couple,4.0,false,8251 ZP 75,0.0,0.0,0.0
40.0,M,966.0,En Couple,0.0,true,3163 GH 24,0.0,0.0,1.0
56.0,M,889.0,Célibataire,0.0,false,5226 TW 65,0.0,1.0,0.0
81.0,M,555.0,En Couple,4.0,false,8428 ZV 58,0.0,0.0,0.0
79.0,M,562.0,Célibataire,0.0,false,7399 NO 43,0.0,1.0,0.0
48.0,M,834.0,En Couple,4.0,false,9458 VL 57,0.0,0.0,0.0
26.0,M,1036.0,En Couple,0.0,true,7761 QY 83,0.0,0.0,1.0
68.0,M,979.0,En Couple,1.0,false,2506 RD 14,0.0,0.0,0.0
21.0,M,584.0,En Couple,2.0,true,7123 IZ 80,0.0,0.0,1.0
